LibraryAdministration,LibraryCode,ID,Library,Address,ZIPcode,Town,wikidata:Town,Province,wikidata:Province,Telephone,Email
Biblioteca Pública Municipal San Martín de Montalbán,595,45005635517,"BIBLIOTECA PÚBLICA MUNICIPAL DE SAN MARTÍN DE MONTALBÁN  ""SANTA MARÍA DE MELQUE""","Villarejo, 16",45165,San Martín de Montalbán,https://www.wikidata.org/wiki/Q1640784,Toledo Province,https://www.wikidata.org/wiki/Q54929,0,sanmartinmontalban.capi@jccm.es
Biblioteca Pública Municipal de San Pablo de los Montes,596,45015625567,BIBLIOTECA PÚBLICA MUNICIPAL DE SAN PABLO DE LOS MONTES,"Mártires, 26",45120,San Pablo de los Montes,https://www.wikidata.org/wiki/Q1629691,Toledo Province,https://www.wikidata.org/wiki/Q54929,925416256,bibliotecamunicipalsanpablo@gmail.com
Biblioteca Pública Municipal de San Román de Los Montes,861,45001596195,BIBLIOTECA PÚBLICA MUNICIPAL DE SAN ROMÁN DE LOS MONTES,"Eras, 17",45646,San Román de los Montes,https://www.wikidata.org/wiki/Q931284,Toledo Province,https://www.wikidata.org/wiki/Q54929,925888007,biblioteca@sanromandelosmontes.com
Biblioteca Pública Municipal de Santa Cruz de La Zarza,598,45005795518,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA CRUZ DE LA ZARZA,"Chacón, 26",45370,Santa Cruz de la Zarza,https://www.wikidata.org/wiki/Q289341,Toledo Province,https://www.wikidata.org/wiki/Q54929,925143121,bibliosantacruz@hotmail.com
Biblioteca Pública Municipal de Santa Cruz del Retamar,599,45012945550,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA CRUZ DEL RETAMAR,"Empedrada,12",45513,Santa Cruz del Retamar,https://www.wikidata.org/wiki/Q1607695,Toledo Province,https://www.wikidata.org/wiki/Q54929,925739047,bibliostcruz@gmx.es
Biblioteca Pública Municipal de Santa Olalla,600,45013085551,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA OLALLA,"Mayor, 17",45530,Santa Olalla,https://www.wikidata.org/wiki/Q513767,Toledo Province,https://www.wikidata.org/wiki/Q54929,925797821,ayuntamiento@santaolalla.es
Biblioteca Pública Municipal de Segurilla,783,45025455612,BIBLIOTECA PÚBLICA MUNICIPAL DE SEGURILLA,"Carretera de Mejorada, 30",45621,Segurilla,https://www.wikidata.org/wiki/Q1641340,Toledo Province,https://www.wikidata.org/wiki/Q54929,925890265,bpmsegurilla@hotmail.es
Bibliotecas dependientes del Ayuntamiento de Seseña,601,45025586933,BIBLIOTECA PÚBLICA MUNICIPAL DE SESEÑA,"Comuneros de Castilla, s/n",45223,Seseña,https://www.wikidata.org/wiki/Q927922,Toledo Province,https://www.wikidata.org/wiki/Q54929,918089866,biblioteca@ayto-sesena.org
Bibliotecas dependientes del Ayuntamiento de Seseña,821,45025581251,BIBLIOTECA PÚBLICA MUNICIPAL DE SESEÑA NUEVO,"Las Salinas, s/n",45224,Seseña,https://www.wikidata.org/wiki/Q927922,Toledo Province,https://www.wikidata.org/wiki/Q54929,918936144,biblioteca.sn@ayto-sesena.org
Biblioteca Pública Municipal de Sonseca,603,45005985519,BIBLIOTECA PÚBLICA MUNICIPAL DE SONSECA,"Calle Arroyada, 5",45100,Sonseca,https://www.wikidata.org/wiki/Q1628387,Toledo Province,https://www.wikidata.org/wiki/Q54929,925971226,biblioteca@sonseca.es
Bibliotecas dependientes del Ayuntamiento de Talavera de la Reina,922,450062412334,BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA DE LA REINA,"Santa Engracia, 38",45600,Talavera de la Reina,https://www.wikidata.org/wiki/Q181359,Toledo Province,https://www.wikidata.org/wiki/Q54929,925820551,bdusantamaria@talavera.org
Bibliotecas dependientes del Ayuntamiento de Talavera de la Reina,921,450062412336,BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA DE LA REINA,"San Marcos, 124",45600,Talavera de la Reina,https://www.wikidata.org/wiki/Q181359,Toledo Province,https://www.wikidata.org/wiki/Q54929,925818908,bdupatrocinio@gmail.com
Bibliotecas dependientes del Ayuntamiento de Talavera de la Reina,947,450062412789,BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA DE LA REINA,"Plaza de San Andrés, 6",45600,Talavera de la Reina,https://www.wikidata.org/wiki/Q181359,Toledo Province,https://www.wikidata.org/wiki/Q54929,925812908,direccion.bniveiro@talavera.org
Bibliotecas dependientes del Ayuntamiento de Talavera de la Reina,606,45006245520,"BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA DE LA REINA ""JOSÉ HIERRO""","Toledo, 37",45600,Talavera de la Reina,https://www.wikidata.org/wiki/Q181359,Toledo Province,https://www.wikidata.org/wiki/Q54929,925813454,direccion.bjh@talavera.org
Biblioteca Pública Municipal de Talavera la Nueva,609,45015845568,BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA LA NUEVA,"Ronda del sol, s/n",45694,Talavera de la Reina,https://www.wikidata.org/wiki/Q181359,Toledo Province,https://www.wikidata.org/wiki/Q54929,925850369,bpmtalaveralanueva@gmail.com
Biblioteca Pública Municipal de Tembleque,616,45006615521,BIBLIOTECA PÚBLICA MUNICIPAL DE TEMBLEQUE,"Serna, 1",45780,Tembleque,https://www.wikidata.org/wiki/Q1313265,Toledo Province,https://www.wikidata.org/wiki/Q54929,925145595,bibliotecatembleque@hotmail.com
Biblioteca Pública Municipal de El Toboso,617,45006835522,BIBLIOTECA PÚBLICA MUNICIPAL DE EL TOBOSO,"Plaza de la Constitución, 7",45820,El Toboso,https://www.wikidata.org/wiki/Q1628505,Toledo Province,https://www.wikidata.org/wiki/Q54929,925568191,bpm.toboso@jccm.es
Biblioteca de Castilla-La Mancha/Biblioteca Pública del Estado en Toledo,667,45009656932,BIBLIOTECA DE CASTILLA-LA MANCHA / Biblioteca Pública del Estado en Toledo,"de Carlos V, s/n",45001,Toledo,https://www.wikidata.org/wiki/Q5836,Toledo Province,https://www.wikidata.org/wiki/Q54929,925256680,biblioclm@jccm.es
Red de Bibliotecas Públicas Municipales de Toledo,680,45007941250,BIBLIOTECA PÚBLICA MUNICIPAL DE TOLEDO BUENAVISTA,"Avenida de Portugal, s/n",45005,Toledo,https://www.wikidata.org/wiki/Q5836,Toledo Province,https://www.wikidata.org/wiki/Q54929,925330555,bibliobuenavista@toledo.es
Red de Bibliotecas Públicas Municipales de Toledo,670,45007941249,"BIBLIOTECA PÚBLICA MUNICIPAL DE TOLEDO ""SANTA BÁRBARA""","Ciudadano, s/n",45006,Toledo,https://www.wikidata.org/wiki/Q5836,Toledo Province,https://www.wikidata.org/wiki/Q54929,925330565,bibliosantabarbara@toledo.es
Red de Bibliotecas Públicas Municipales de Toledo,665,45007941248,BIBLIOTECA PÚBLICA MUNICIPAL DE TOLEDO,"río Bullaque, 24",45007,Toledo,https://www.wikidata.org/wiki/Q5836,Toledo Province,https://www.wikidata.org/wiki/Q54929,925330336,bibliobenquerencia@toledo.es
Red de Bibliotecas Públicas Municipales de Toledo,664,45007941256,BIBLIOTECA PÚBLICA MUNICIPAL DE AZUCAICA,"de Azucaica, 12",45008,Toledo,https://www.wikidata.org/wiki/Q5836,Toledo Province,https://www.wikidata.org/wiki/Q54929,925330331,biblioazucaica@toledo.es
"Sección del Libro, Archivos y Bibliotecas. Central Bibliobús",663,45026707048,BIBLIOBÚS A - ZONA LA SAGRA / TORRIJOS,"Avda. de Europa, 26 1ª planta",45071,Toledo,https://www.wikidata.org/wiki/Q5836,Toledo Province,https://www.wikidata.org/wiki/Q54929,680220954,bibliobussagra1@jccm.es
"Sección del Libro, Archivos y Bibliotecas. Central Bibliobús",52,45026707049,BIBLIOBÚS B - ZONA TALAVERA DE LA REINA,"Avda. de Europa, 26, 1ª planta",45071,Toledo,https://www.wikidata.org/wiki/Q5836,Toledo Province,https://www.wikidata.org/wiki/Q54929,680220956,bibliobustalavera2@jccm.es
Biblioteca Pública Municipal de La Torre de Esteban Hambrán,682,45025965613,BIBLIOTECA PÚBLICA MUNICIPAL DE TORRE DE ESTEBAN HAMBRÁN,"Plaza Manuel García Martín, s/n",45920,La Torre de Esteban Hambrán,https://www.wikidata.org/wiki/Q948677,Toledo Province,https://www.wikidata.org/wiki/Q54929,925795664,bibliotecatorre@telefonica.net
Biblioteca Pública Municipal de Torrijos,684,45009875526,BIBLIOTECA PÚBLICA MUNICIPAL DE TORRIJOS,"Plaza de San Gil, 7",45500,Torrijos,https://www.wikidata.org/wiki/Q919055,Toledo Province,https://www.wikidata.org/wiki/Q54929,925770801,biblioteca@torrijos.es
Biblioteca Pública Municipal de Totanés,784,45026175614,BIBLIOTECA PÚBLICA MUNICIPAL DE TOTANÉS,"Plaza de España, s/n",45163,Totanés,https://www.wikidata.org/wiki/Q923282,Toledo Province,https://www.wikidata.org/wiki/Q54929,608248949,bibliototanes2@hotmail.com
Biblioteca Pública Municipal de Ugena,685,45013365552,BIBLIOTECA PÚBLICA MUNICIPAL DE UGENA,"Cubas, 6",45217,Ugena,https://www.wikidata.org/wiki/Q1631336,Toledo Province,https://www.wikidata.org/wiki/Q54929,925533604,biblioteca@ugena.es
Biblioteca Pública Municipal de Urda,686,45009905527,BIBLIOTECA PÚBLICA MUNICIPAL DE URDA,"Verónicas, 3",45480,"Urda, Toledo",https://www.wikidata.org/wiki/Q579668,Toledo Province,https://www.wikidata.org/wiki/Q54929,925472108,biblioteca@urda.es
Biblioteca Pública Municipal de Valmojado,687,45010045528,BIBLIOTECA PÚBLICA MUNICIPAL DE VALMOJADO,"Castilla-La Mancha, 43",45940,Valmojado,https://www.wikidata.org/wiki/Q1630794,Toledo Province,https://www.wikidata.org/wiki/Q54929,918170983,biblioteca@valmojado.com
Biblioteca Pública Municipal de Velada,796,45013415553,BIBLIOTECA PÚBLICA MUNICIPAL DE VELADA,"Dolores, 2",45612,Velada,https://www.wikidata.org/wiki/Q1628847,Toledo Province,https://www.wikidata.org/wiki/Q54929,647999371,biblioteca@ayuntamientovelada.es
Biblioteca Pública Municipal de La Villa de Don Fadrique,690,45010265530,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLA DE DON FADRIQUE,"Caramelos, 18",45850,Villa de Don Fadrique,https://www.wikidata.org/wiki/Q1631965,Toledo Province,https://www.wikidata.org/wiki/Q54929,925204396,biblioteca@villadonfadrique.es
Biblioteca Pública Municipal de Villacañas,691,45010115529,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLACAÑAS,"Albacete, 23",45860,Villacañas,https://www.wikidata.org/wiki/Q659416,Toledo Province,https://www.wikidata.org/wiki/Q54929,925161985,biblioteca@aytovillacanas.com
Biblioteca Pública Municipal de Villafranca de Los Caballeros,692,45010325531,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAFRANCA DE LOS CABALLEROS,"Nueva, s/n",45730,Villafranca de los Caballeros,https://www.wikidata.org/wiki/Q1629782,Toledo Province,https://www.wikidata.org/wiki/Q54929,674974369,bpm.villafrancadeloscaballeros@jccm.es
Biblioteca Pública Municipal de Villaluenga de La Sagra,693,45010475532,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLALUENGA DE LA SAGRA,"Juan Palarea, 1",45520,Villaluenga de la Sagra,https://www.wikidata.org/wiki/Q584333,Toledo Province,https://www.wikidata.org/wiki/Q54929,925530584,biblioteca@villaluengadelasagra.es
Biblioteca Pública Municipal de Villamiel de Toledo,822,45009716466,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMIEL DE TOLEDO,"Generalísimo, 10",45594,Villamiel de Toledo,https://www.wikidata.org/wiki/Q1629276,Toledo Province,https://www.wikidata.org/wiki/Q54929,925793029,bibliotec@villamieldetoledo.com
Biblioteca Pública Municipal de Villaminaya,694,45017375580,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMINAYA,"de la Mora, 26, Bajo",45440,Villaminaya,https://www.wikidata.org/wiki/Q1641258,Toledo Province,https://www.wikidata.org/wiki/Q54929,620117943,bpm.villaminaya@jccm.es
Biblioteca Pública Municipal de Villanueva de Alcardete,696,45013895557,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE ALCARDETE,"La Ronda, s/n",45810,Villanueva de Alcardete,https://www.wikidata.org/wiki/Q1629794,Toledo Province,https://www.wikidata.org/wiki/Q54929,925167537,biblioteca@villanuevadealcardete.es
Biblioteca Pública Municipal de Villanueva de Bogas,785,45022375584,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE BOGAS,"El Trigo, 2",45410,Villanueva de Bogas,https://www.wikidata.org/wiki/Q601849,Toledo Province,https://www.wikidata.org/wiki/Q54929,925313236,bibliovillanu@hotmail.com
Biblioteca Pública Municipal de Villarrubia de Santiago,698,45010505533,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARRUBIA DE SANTIAGO,"Carretera de Ocaña, 8",45360,Villarrubia de Santiago,https://www.wikidata.org/wiki/Q1610098,Toledo Province,https://www.wikidata.org/wiki/Q54929,925150150,biblioteca@villarrubiadesantiago.es
Biblioteca Pública Municipal de Villaseca de La Sagra,699,45026385615,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLASECA DE LA SAGRA,"Plaza Miguel de Cervantes, 12 Bis",45260,Villaseca de la Sagra,https://www.wikidata.org/wiki/Q1628513,Toledo Province,https://www.wikidata.org/wiki/Q54929,925275259,biblioteca@villasecadelasagra.es
Biblioteca Pública Municipal de Villasequilla,700,45013925558,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLASEQUILLA,"Mora, 36",45740,Villasequilla,https://www.wikidata.org/wiki/Q1610090,Toledo Province,https://www.wikidata.org/wiki/Q54929,925325097,bibliovillasequilla@gmail.com
Biblioteca Pública Municipal de Villatobas,701,45026435616,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLATOBAS,"Huertas, 1",45310,Villatobas,https://www.wikidata.org/wiki/Q616392,Toledo Province,https://www.wikidata.org/wiki/Q54929,925152036,biblio.villatobas@hotmail.es
Biblioteca Pública Municipal de El Viso de San Juan,793,45026565617,BIBLIOTECA PÚBLICA MUNICIPAL DE EL VISO DE SAN JUAN,"Cuesta de la Higuera, s/n",45215,El Viso de San Juan,https://www.wikidata.org/wiki/Q547904,Toledo Province,https://www.wikidata.org/wiki/Q54929,925502001,visosanjuan.capi@jccm.es
Biblioteca Pública Municipal de Los Yébenes,702,45010795535,BIBLIOTECA PÚBLICA MUNICIPAL DE LOS YÉBENES,"Plaza de San Juan, 4",45470,Los Yébenes,https://www.wikidata.org/wiki/Q1631881,Toledo Province,https://www.wikidata.org/wiki/Q54929,925348537,biblioteca@losyebenes.es
Biblioteca Pública Municipal de Yeles,845,45007696287,BIBLIOTECA PÚBLICA MUNICIPAL DE YELES,"C/ Iglesia, s/n",45220,Yeles,https://www.wikidata.org/wiki/Q1629195,Toledo Province,https://www.wikidata.org/wiki/Q54929,925545594,aytoccultura@gmail.com
Biblioteca Pública Municipal de Yepes,703,45010855536,BIBLIOTECA PÚBLICA MUNICIPAL DE YEPES,Santa Eulalia,45313,Yepes,https://www.wikidata.org/wiki/Q1442903,Toledo Province,https://www.wikidata.org/wiki/Q54929,925154957,paulabiblio@hotmail.com
Biblioteca Pública Municipal de Yuncler,705,45014655560,BIBLIOTECA PÚBLICA MUNICIPAL DE YUNCLER,"Trafalgar, 1",45529,Yuncler,https://www.wikidata.org/wiki/Q1628522,Toledo Province,https://www.wikidata.org/wiki/Q54929,925524174,biblioteca@aytoyuncler.com
Biblioteca Pública Municipal de Yunclillos,706,45016235569,BIBLIOTECA PÚBLICA MUNICIPAL DE YUNCLILLOS,C/ TORRIJOS,45591,Yunclillos,https://www.wikidata.org/wiki/Q1642035,Toledo Province,https://www.wikidata.org/wiki/Q54929,925351033,bibliotecayuncli@hotmail.com
Biblioteca Pública Municipal de Yuncos,707,45026695618,BIBLIOTECA PÚBLICA MUNICIPAL DE YUNCOS,"San José, 41",45210,Yuncos,https://www.wikidata.org/wiki/Q963019,Toledo Province,https://www.wikidata.org/wiki/Q54929,925557351,biblioteca@yuncos.es
Biblioteca Pública Municipal de Gálvez,527,45012005543,BIBLIOTECA PÚBLICA MUNICIPAL DE GALVEZ,"La Barranca, 5",45164,Gálvez,https://www.wikidata.org/wiki/Q1757664,Toledo Province,https://www.wikidata.org/wiki/Q54929,925401956,bibliotecadegalvez@yahoo.es
